Sr No,Name,Address,Occupation,State,Unit1,Unit2,Unit3,Unit4,Unit5
634,Carlos Soltero,9-3/4 Diameter Round Wall Clock,Office Furnishings,Prince Edward Island,35558,-22.12,13.79,8.78,0.43
635,Carlos Soltero,Logitech Cordless Elite Duo,Computer Peripherals,Prince Edward Island,36293,250.47,100.98,7.18,0.4
636,Carlos Soltero,Xerox 220,Paper,Prince Edward Island,36293,-94.79,6.48,7.49,0.37
637,Giulietta Baptist,Logitech Cordless Elite Duo,Computer Peripherals,Prince Edward Island,36516,51.3,100.98,7.18,0.4
638,Jack Lebron,Canon Image Class D660 Copier,Copiers and Fax,Prince Edward Island,36677,-734.33,599.99,24.49,0.44
639,Guy Armstrong,12 Colored Short Pencils,Pens & Art Supplies,Prince Edward Island,37185,-13.27,2.6,2.4,0.58
640,Hilary Holden,Avery Legal 4-Ring Binder,Binders and Binder Accessories,Prince Edward Island,37888,274.9,20.98,1.49,0.35
641,Jack Lebron,Hoover® Commercial Lightweight Upright Vacuum,Appliances,Prince Edward Island,38310,-141.76,3.48,49,0.59
642,Erica Bern,Colored Envelopes,Envelopes,Prince Edward Island,40327,-20.27,3.69,2.5,0.39
643,Erica Bern,Xerox 1953,Paper,Prince Edward Island,40327,-123.87,4.28,5.74,0.4
644,Harold Engle,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,Prince Edward Island,40480,3049.45,420.98,19.99,0.35
645,Harold Engle,DAX Natural Wood-Tone Poster Frame,Office Furnishings,Prince Edward Island,40480,221.81,26.48,6.93,0.49
646,Jim Sink,Staples Standard Envelopes,Envelopes,Prince Edward Island,40800,26.11,5.68,1.39,0.38
647,Jennifer Braxton,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,Prince Edward Island,40835,-8.08,15.01,8.4,0.39
648,Jennifer Braxton,Keytronic Designer 104- Key Black Keyboard,Computer Peripherals,Prince Edward Island,40835,-326.97,40.48,19.99,0.77
649,Jennifer Braxton,Recycled Eldon Regeneration Jumbo File,Storage & Organization,Prince Edward Island,40835,-6.68,12.28,6.13,0.57
650,Joy Smith,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,Prince Edward Island,40871,-5.53,8.85,5.6,0.36
651,Joy Smith,Office Star Flex Back Scooter Chair with White Frame,Chairs & Chairmats,Prince Edward Island,40871,-157.63,110.98,30,0.71
652,Harold Engle,Xerox 1941,Paper,Prince Edward Island,41570,1037.55,104.85,4.65,0.37
653,Philip Brown,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,Prince Edward Island,41991,133.3,50.98,14.19,0.56
654,Philip Brown,DAX Clear Channel Poster Frame,Office Furnishings,Prince Edward Island,41991,68.44,14.58,7.4,0.48
655,Philip Brown,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Office Furnishings,Prince Edward Island,41991,256.66,45.98,4.8,0.68
656,Giulietta Baptist,Belkin 105-Key Black Keyboard,Computer Peripherals,Prince Edward Island,42400,11.55,19.98,4,0.68
657,Giulietta Baptist,Micro Innovations 104 Keyboard,Computer Peripherals,Prince Edward Island,42400,-168.95,10.97,6.5,0.64
658,Paul Gonzalez,GBC Imprintable Covers,Binders and Binder Accessories,Prince Edward Island,42754,32.19,10.98,5.14,0.36
659,Logan Haushalter,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders and Binder Accessories,Prince Edward Island,42918,30.48,14.27,7.27,0.38
660,Logan Haushalter,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Office Machines,Prince Edward Island,42918,-54.58,9.49,5.76,0.39
661,Filia McAdams,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,Prince Edward Island,42944,1061.61,216.6,64.2,0.59
662,Carlos Soltero,"Executive Impressions 14""",Office Furnishings,Prince Edward Island,44037,326.43,22.23,5.08,0.41
663,Carlos Soltero,Accessory2,Telephones and Communication,Prince Edward Island,44037,557.6,55.99,1.25,0.55
664,Erica Bern,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,Prince Edward Island,44387,475.26,29.89,1.99,0.5
665,Erica Bern,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,Prince Edward Island,44387,-6.71,8.34,4.82,0.4
666,Greg Guthrie,Bevis 36 x 72 Conference Tables,Tables,Prince Edward Island,44576,-189.35,124.49,51.94,0.63
667,Dan Reichenbach,Xerox 1936,Paper,Prince Edward Island,45601,267.64,19.98,5.97,0.38
668,Jim Sink,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Office Furnishings,Prince Edward Island,45606,-124.25,8.75,8.54,0.43
669,Jim Sink,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,Prince Edward Island,45606,-8.38,5.85,2.27,0.56
670,Carlos Soltero,Durable Pressboard Binders,Binders and Binder Accessories,Prince Edward Island,46119,15.27,3.8,1.49,0.38
671,Carlos Soltero,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Paper,Prince Edward Island,46119,57.31,7.98,1.25,0.35
672,Carlos Soltero,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Tables,Prince Edward Island,46119,-575.35,417.4,75.23,0.79
673,Chuck Magee,"Array® Parchment Paper, Assorted Colors",Paper,Prince Edward Island,46756,-22.45,7.28,11.15,0.37
674,Philip Brown,Avery Durable Poly Binders,Binders and Binder Accessories,Prince Edward Island,47714,-125.36,5.53,6.98,0.39
675,Hilary Holden,Dana Swing-Arm Lamps,Office Furnishings,Prince Edward Island,47846,-9.45,10.68,13.04,0.6
676,Hilary Holden,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,Prince Edward Island,47846,631.99,110.98,13.99,0.69
677,Hilary Holden,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Office Furnishings,Prince Edward Island,47846,1581.93,105.98,13.99,0.65
678,Hilary Holden,HP Office Paper (20Lb. and 87 Bright),Paper,Prince Edward Island,47846,-120.08,6.68,6.93,0.37
679,Greg Guthrie,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,Prince Edward Island,47876,58.08,46.89,5.1,0.46
680,Jennifer Braxton,270c,Telephones and Communication,Prince Edward Island,48067,695.06,125.99,3,0.59
681,Jennifer Braxton,T28 WORLD,Telephones and Communication,Prince Edward Island,48067,630.7,195.99,8.99,0.6
682,Erica Bern,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,Prince Edward Island,48199,279.74,15.74,1.39,0.4
683,Jim Sink,CF 888,Telephones and Communication,Prince Edward Island,49029,2549.4,195.99,3.99,0.59
684,Noah Childs,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,Prince Edward Island,49216,-45.82,24.92,12.98,0.39
685,Noah Childs,Epson LQ-570e Dot Matrix Printer,Office Machines,Manitoba,49216,-172.48,270.97,28.06,0.56
686,Noah Childs,Staples Premium Bright 1-Part Blank Computer Paper,Paper,Manitoba,49216,30.63,12.28,6.35,0.38
687,Evan Minnotte,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,Manitoba,49990,501.51,442.14,14.7,0.56
688,Guy Armstrong,"Hon Metal Bookcases, Black",Bookcases,Manitoba,50081,-88.75,70.98,26.74,0.6
689,Guy Armstrong,"24 Capacity Maxi Data Binder Racks, Pearl",Storage & Organization,Manitoba,50404,905.57,210.55,9.99,0.6
690,Guy Armstrong,"Lesro Round Back Collection Coffee Table, End Table",Tables,Manitoba,50404,-367,182.55,69,0.72
691,Chuck Magee,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,Manitoba,50784,-130.88,32.98,5.5,0.75
692,Greg Guthrie,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders and Binder Accessories,Manitoba,50850,578.14,40.98,7.47,0.37
693,Greg Guthrie,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Tables,Manitoba,50850,-634.87,417.4,75.23,0.79
694,Carlos Soltero,Accessory17,Telephones and Communication,Manitoba,51075,-160.68,35.99,5,0.82
695,Greg Guthrie,Telescoping Adjustable Floor Lamp,Office Furnishings,Manitoba,51461,-97.54,19.99,11.17,0.6
696,Greg Guthrie,Xerox 1898,Paper,Manitoba,51558,-87.27,6.68,6.92,0.37
697,Greg Guthrie,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Tables,Manitoba,51558,85.29,85.29,60,0.56
698,Carlos Soltero,ACCOHIDE® Binder by Acco,Binders and Binder Accessories,Manitoba,52130,-39.96,4.13,5.34,0.38
699,Carlos Soltero,Eldon Executive Woodline II Cherry Finish Desk Accessories,Office Furnishings,Manitoba,52130,-4.01,40.89,18.98,0.57
700,Greg Guthrie,Belkin 8 Outlet Surge Protector,Appliances,Manitoba,52482,163.78,40.98,5.33,0.57
701,Greg Guthrie,"Executive Impressions 14"" Contract Wall Clock",Office Furnishings,Manitoba,52482,217.06,22.23,3.63,0.52
702,Christopher Schild,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,Manitoba,53410,-253.11,14.81,13.32,0.43
703,Joy Smith,Bevis Steel Folding Chairs,Chairs & Chairmats,Manitoba,53477,-1207.18,95.95,74.35,0.57
704,Joy Smith,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,Manitoba,53477,1261.44,300.98,64.73,0.56
705,Joy Smith,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,Manitoba,53477,536.87,37.94,5.08,0.38
706,Joy Smith,Fellowes Super Stor/Drawer® Files,Storage & Organization,Manitoba,53477,610.9,161.55,19.99,0.66
707,Joy Smith,Logitech Cordless Navigator Duo,Computer Peripherals,Manitoba,53508,149.64,80.98,7.18,0.48
708,Joy Smith,Sharp EL500L Fraction Calculator,Office Machines,Manitoba,53508,-32.42,13.99,7.51,0.39
709,Joy Smith,White GlueTop Scratch Pads,Paper,Manitoba,53508,1.06,15.04,1.97,0.39
710,Guy Armstrong,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Storage & Organization,Manitoba,53703,-34.79,140.85,19.99,0.73
711,Brian Moss,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Appliances,Manitoba,54115,-80.05,4.37,5.15,0.59
712,Brian Moss,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,Manitoba,54115,-89.42,4.98,4.95,0.37
713,Logan Haushalter,Accessory36,Telephones and Communication,Manitoba,54437,-311.05,55.99,5,0.83
714,Guy Armstrong,T193,Telephones and Communication,Manitoba,54501,481.7,65.99,4.99,0.57
715,Guy Armstrong,Sharp EL500L Fraction Calculator,Office Machines,Manitoba,54501,-33.03,13.99,7.51,0.39
716,Guy Armstrong,Tennsco Commercial Shelving,Storage & Organization,Manitoba,54501,-1195.29,20.34,35,0.84
717,Christopher Schild,T39m,Telephones and Communication,Manitoba,54753,1380.32,155.99,3.9,0.55
718,Jim Sink,Tennsco Industrial Shelving,Storage & Organization,Manitoba,55138,-628.38,48.91,35,0.83
719,Carlos Soltero,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Chairs & Chairmats,Manitoba,55271,-210.14,100.89,42,0.61
720,Jennifer Braxton,Colored Envelopes,Envelopes,Manitoba,55331,-8.24,3.69,2.5,0.39
721,Brian Moss,Accessory13,Telephones and Communication,Manitoba,55618,479.95,35.99,1.25,0.57
722,Harold Engle,Xerox 197,Paper,Manitoba,56645,65.82,30.98,17.08,0.4
723,Harold Engle,Bretford CR4500 Series Slim Rectangular Table,Tables,Manitoba,56645,3277.57,348.21,40.19,0.62
724,Carlos Soltero,Xerox 1976,Paper,Manitoba,56803,-103.27,6.48,5.9,0.37
725,Hilary Holden,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,Manitoba,57159,-635.65,280.98,57,0.78
726,Hilary Holden,Hammermill Color Copier Paper (28Lb. and 96 Bright),Paper,Manitoba,57159,-214.39,9.99,11.59,0.4
727,Logan Haushalter,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,Manitoba,57507,-19.68,15.01,8.4,0.39
728,Guy Armstrong,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",Manitoba,57922,-287.28,6.84,8.37,0.58
729,Erica Bern,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",Manitoba,58117,-62.84,3.14,1.92,0.84
730,Logan Haushalter,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,Manitoba,58278,2093.7,99.23,8.99,0.35
731,Logan Haushalter,Accessory4,Telephones and Communication,Manitoba,58278,-434.56,85.99,0.99,0.85
732,Harold Engle,Hon GuestStacker Chair,Chairs & Chairmats,Manitoba,58502,1009.38,226.67,28.16,0.59
733,Christopher Schild,Belkin ErgoBoard™ Keyboard,Computer Peripherals,Manitoba,58788,43.72,30.98,6.5,0.64
734,Helen Abelman,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,Manitoba,58947,102.58,8.01,2.87,0.4
735,Helen Abelman,Xerox 1989,Paper,Manitoba,58947,-67.79,4.98,5.02,0.38
736,Jack Lebron,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,British Columbia,59074,70.8,14.98,8.99,0.39
737,Jack Lebron,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,British Columbia,59233,-160.46,100.98,35.84,0.62
738,Jack Lebron,Nu-Dell Leatherette Frames,Office Furnishings,British Columbia,59233,7.69,14.34,5,0.49
739,Giulietta Baptist,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,British Columbia,59425,717.12,83.1,6.13,0.45
740,Giulietta Baptist,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,British Columbia,59425,741.27,37.94,5.08,0.38
741,Jim Sink,Xerox 1994,Paper,British Columbia,59750,-66.05,6.48,5.74,0.37
742,Julie Creighton,Dixon Ticonderoga Core-Lock Colored Pencils,Pens & Art Supplies,British Columbia,35,60.72,9.11,2.25,0.52
743,Julie Creighton,CF 688,Telephones and Communication,British Columbia,35,48.99,155.99,8.99,0.58
744,Sanjit Chand,Fellowes Staxonsteel® Drawer Files,Storage & Organization,British Columbia,294,489.02,193.17,19.99,0.71
745,Matt Collins,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,British Columbia,450,109.33,34.58,8.99,0.56
746,Matt Collins,Hanging Personal Folder File,Storage & Organization,British Columbia,450,-211.13,15.7,11.25,0.6
747,Matt Collins,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,British Columbia,1028,-28.46,28.48,1.99,0.4
748,Matt Collins,3285,Telephones and Communication,British Columbia,1028,-60.39,205.99,5.99,0.59
749,Justin Knight,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,British Columbia,1314,-7.61,9.27,4.39,0.38
750,Rob Haberlin,Office Star - Task Chair with Contemporary Loop Arms,Chairs & Chairmats,British Columbia,2279,205.83,90.98,30,0.61
751,Rob Haberlin,Acco Perma® 3000 Stacking Storage Drawers,Storage & Organization,British Columbia,2279,52.53,20.98,5.42,0.66
752,Rob Haberlin,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,British Columbia,2465,271.87,39.48,1.99,0.54
753,Rob Haberlin,Avery 479,Labels,British Columbia,2530,4.58,2.61,0.5,0.39
754,Rob Haberlin,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Storage & Organization,British Columbia,2883,177.66,64.98,6.88,0.73
755,Christina Vanderzanden,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,British Columbia,3362,734.75,40.98,1.99,0.44
756,Christina Vanderzanden,Eldon® Gobal File Keepers,Storage & Organization,British Columbia,3362,-109.1,15.14,4.53,0.81
757,Matt Collins,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,Appliances,British Columbia,5318,195.16,131.12,0.99,0.55
758,Matt Collins,2160i,Telephones and Communication,British Columbia,5318,1196.37,200.99,4.2,0.59
759,Sanjit Chand,Sharp AL-1530CS Digital Copier,Copiers and Fax,British Columbia,5988,-379.29,499.99,24.49,0.36
760,Matt Collins,"Seth Thomas 13 1/2"" Wall Clock",Office Furnishings,British Columbia,6115,78.86,17.78,5.03,0.54
761,Justin Knight,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Office Furnishings,British Columbia,6337,-912.08,70.71,37.58,0.78
762,Justin Knight,Bretford Rectangular Conference Table Tops,Tables,British Columbia,6337,-261.61,376.13,85.63,0.74
763,Rob Haberlin,Wirebound Voice Message Log Book,Paper,British Columbia,6434,14.49,4.76,0.88,0.39
764,Lena Cacioppo,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,British Columbia,7136,88.72,39.48,1.99,0.54
765,Lena Cacioppo,Avery 493,Labels,British Columbia,7136,17.05,4.91,0.5,0.36
766,Kimberly Carter,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,British Columbia,7489,552.97,180.98,23.58,0.74
767,Gene Hale,Novimex Swivel Fabric Task Chair,Chairs & Chairmats,British Columbia,7968,-270,150.98,30,0.74
768,Christina Vanderzanden,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Computer Peripherals,British Columbia,8227,-43.21,4.77,2.39,0.72
769,Matt Collins,Project Tote Personal File,Storage & Organization,British Columbia,9123,-108.28,14.03,9.37,0.56
770,Sally Knutson,3M Organizer Strips,Binders and Binder Accessories,British Columbia,9792,-73.14,5.4,7.78,0.37
771,Kimberly Carter,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Computer Peripherals,British Columbia,9860,-73.66,7.28,3.52,0.68
772,Christina Vanderzanden,"Sanford Colorific Colored Pencils, 12/Box",Pens & Art Supplies,British Columbia,10310,9.59,2.88,1.01,0.55
773,Christina Vanderzanden,R380,Telephones and Communication,British Columbia,10310,-655.42,195.99,3.99,0.58
774,Kimberly Carter,Xerox 1899,Paper,British Columbia,10369,-12.38,5.78,4.96,0.36
775,Kimberly Carter,"Imation IBM Formatted Diskettes, 100/Pack",Computer Peripherals,British Columbia,10369,-95.54,28.48,8.99,0.7
776,Rob Haberlin,Barrel Sharpener,Pens & Art Supplies,British Columbia,10692,-69.91,3.57,4.17,0.59
777,Rob Haberlin,2160i,Telephones and Communication,British Columbia,10692,2369.84,200.99,4.2,0.59
778,Rob Haberlin,A1228,Telephones and Communication,British Columbia,10692,-457.16,195.99,8.99,0.58
779,Justin Knight,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Storage & Organization,British Columbia,11553,-517.17,52.99,19.99,0.81
780,Justin Knight,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,British Columbia,11553,-429.86,100.98,57.38,0.78
781,Justin Knight,Accessory34,Telephones and Communication,British Columbia,11553,365.42,85.99,0.99,0.55
782,Christina Vanderzanden,Bagged Rubber Bands,Rubber Bands,British Columbia,11776,-14.1,1.26,0.7,0.81
783,Marina Lichtenstein,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,British Columbia,11782,-63.72,4.98,4.75,0.36
784,Marina Lichtenstein,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Telephones and Communication,British Columbia,11782,14.35,66.99,13.99,0.6
785,Justin Knight,Wilson Jones® Four-Pocket Poly Binders,Binders and Binder Accessories,British Columbia,12199,-10.73,6.54,5.27,0.36
786,Justin Knight,"Dual Level, Single-Width Filing Carts",Storage & Organization,British Columbia,12199,3051.62,155.06,7.07,0.59
787,Gene Hale,Economy Binders,Binders and Binder Accessories,British Columbia,14275,-7.73,2.08,1.49,0.36
788,Gene Hale,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,British Columbia,14275,-187.75,160.98,30,0.62
789,Gene Hale,X-Rack™ File for Hanging Folders,Storage & Organization,British Columbia,14535,-33.82,11.29,5.03,0.59
790,Rob Haberlin,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,British Columbia,15329,319.52,29.89,1.99,0.5
791,Gene Hale,Newell 323,Pens & Art Supplies,British Columbia,15621,-13.95,1.68,1.57,0.59
792,Gene Hale,Eldon Portable Mobile Manager,Storage & Organization,British Columbia,15621,-136.2,28.28,13.99,0.58
793,Michelle Arnett,Avery Binder Labels,Binders and Binder Accessories,British Columbia,17826,-88.61,3.89,7.01,0.37
794,Sally Knutson,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Storage & Organization,British Columbia,17926,-70.04,15.31,8.78,0.57
795,Rob Haberlin,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,British Columbia,18247,27.22,7.59,4,0.42
796,Justin Knight,Newell 315,Pens & Art Supplies,British Columbia,18471,46.41,5.98,0.96,0.6
797,Justin Knight,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",British Columbia,18471,-8.02,2.08,2.56,0.55
798,Justin Knight,Xerox 1983,Paper,British Columbia,18471,-47.12,5.98,5.46,0.36
799,Lena Cacioppo,T61,Telephones and Communication,British Columbia,19813,218.73,45.99,2.5,0.56
800,Seth Vernon,Avery Poly Binder Pockets,Binders and Binder Accessories,British Columbia,20322,-183.36,3.58,5.47,0.37
801,Seth Vernon,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,British Columbia,20322,-129.53,100.98,35.84,0.62
802,Seth Vernon,Xerox 196,Paper,British Columbia,20322,-72.28,5.78,7.96,0.36
803,Gene Hale,Nu-Dell Leatherette Frames,Office Furnishings,British Columbia,20422,115.21,14.34,5,0.49
804,Luke Weiss,Colored Envelopes,Envelopes,British Columbia,20448,6.84,3.69,2.5,0.39
805,Justin Knight,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders and Binder Accessories,British Columbia,21892,-18.34,4.91,4.97,0.38
806,Rob Haberlin,Eldon Simplefile® Box Office®,Storage & Organization,British Columbia,22980,-27.92,12.44,6.27,0.57
807,Julie Creighton,6190,Telephones and Communication,British Columbia,23907,-164.46,65.99,2.5,0.55
808,Sanjit Chand,Panasonic KX-P3200 Dot Matrix Printer,Office Machines,British Columbia,24064,935.8,297.64,14.7,0.57
809,Justin Knight,Wilson Jones DublLock® D-Ring Binders,Binders and Binder Accessories,British Columbia,24132,-4.49,6.75,2.99,0.35
810,Justin Knight,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,British Columbia,24132,-101.25,7.1,6.05,0.39
811,Justin Knight,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,British Columbia,24132,-1.88,20.95,4,0.6
812,Justin Knight,Ibico Recycled Linen-Style Covers,Binders and Binder Accessories,British Columbia,24132,339.75,39.06,10.55,0.37
813,Justin Knight,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,British Columbia,24132,-57.75,3.52,6.83,0.38
814,Justin Knight,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage & Organization,British Columbia,24132,-47.97,15.51,17.78,0.59
815,Luke Weiss,1726 Digital Answering Machine,Telephones and Communication,British Columbia,24576,24.56,20.99,4.81,0.58
816,Luke Weiss,DAX Clear Channel Poster Frame,Office Furnishings,British Columbia,24576,38.02,14.58,7.4,0.48
817,Christina Vanderzanden,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,British Columbia,25248,29.21,8.33,1.99,0.52
818,Christina Vanderzanden,Xerox 1891,Paper,British Columbia,25248,418.19,48.91,5.81,0.38
819,Lena Cacioppo,Xerox 220,Paper,British Columbia,25475,-191.49,6.48,7.49,0.37
820,Seth Vernon,Computer Printout Paper with Letter-Trim Perforations,Paper,British Columbia,26978,-21.2,18.97,9.03,0.37
821,Sanjit Chand,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,British Columbia,27105,39.63,5.98,2.5,0.36
822,Sanjit Chand,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Office Furnishings,British Columbia,27105,26.21,10.4,5.4,0.51
823,Julie Creighton,Belkin MediaBoard 104- Keyboard,Computer Peripherals,British Columbia,28068,-43.96,27.48,4,0.75
824,Sanjit Chand,"Executive Impressions 12"" Wall Clock",Office Furnishings,British Columbia,28802,51.36,17.67,8.99,0.47
825,Sanjit Chand,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,British Columbia,28802,25.95,8.34,4.82,0.4
826,Sanjit Chand,6185,Telephones and Communication,British Columbia,28802,884.91,205.99,3,0.58
827,Anthony Johnson,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Pens & Art Supplies,British Columbia,28839,-175.86,3.34,7.49,0.54
828,Anthony Johnson,Xerox 1995,Paper,British Columbia,29252,-15.44,6.48,5.19,0.37
829,Kimberly Carter,Honeywell Quietcare HEPA Air Cleaner,Appliances,British Columbia,31941,650.73,78.65,13.99,0.52
830,Kimberly Carter,Xerox 1993,Paper,British Columbia,31941,-43.5,6.48,9.68,0.36
831,Marina Lichtenstein,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,British Columbia,32418,-131.31,243.98,43.32,0.55
832,Sanjit Chand,"Strathmore #10 Envelopes, Ultimate White",Envelopes,British Columbia,34241,16.23,52.71,2.5,0.36
833,Sally Knutson,Fellowes 8 Outlet Superior Workstation Surge Protector,Appliances,British Columbia,34816,267.16,41.71,4.5,0.56
834,Sally Knutson,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,British Columbia,34816,590.77,60.98,19.99,0.38
835,Luke Weiss,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",British Columbia,35011,-2.31,10.98,3.37,0.57
836,Anthony Johnson,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,British Columbia,36068,1243.17,279.81,23.19,0.59
837,Michelle Arnett,Accessory20,Telephones and Communication,British Columbia,36930,1325.82,85.99,3.3,0.37
838,Luke Weiss,Xerox 1971,Paper,British Columbia,37315,-133.68,4.28,5.17,0.4
839,Luke Weiss,5165,Telephones and Communication,British Columbia,37315,1176.48,175.99,4.99,0.59
840,Luke Weiss,Lexmark Z54se Color Inkjet Printer,Office Machines,British Columbia,37925,1265.82,90.97,14,0.36
841,Luke Weiss,StarTAC 7760,Telephones and Communication,British Columbia,37925,394.45,65.99,3.99,0.59
842,Rob Haberlin,"Premier Elliptical Ring Binder, Black",Binders and Binder Accessories,British Columbia,38021,709.33,30.44,1.49,0.37
843,Julie Creighton,Wilson Jones DublLock® D-Ring Binders,Binders and Binder Accessories,British Columbia,38336,2.82,6.75,2.99,0.35
844,Julie Creighton,Micro Innovations 104 Keyboard,Computer Peripherals,British Columbia,38336,-116.45,10.97,6.5,0.64
845,Justin Knight,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Office Furnishings,British Columbia,38565,-11.69,10.64,5.16,0.57
846,Sally Knutson,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,British Columbia,39783,-94.76,4.06,6.89,0.6
847,Sally Knutson,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,British Columbia,39783,5.02,8.85,5.6,0.36
848,Sally Knutson,Avery 520,Labels,British Columbia,39783,39.9,3.15,0.5,0.37
849,Michelle Arnett,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Appliances,British Columbia,42500,437.07,48.92,4.5,0.59
